Campaign_ID,Conversion_Rate,ROI,Location,Language,Engagement_Score_Segment
74950,0.03,4.54,New York,Mandarin,Greater than or equal to 7
74951,0.04,6.95,New York,Spanish,Greater than or equal to 7
74954,0.14,3.91,Chicago,German,Greater than or equal to 7
74961,0.05,5.06,New York,German,Greater than or equal to 7
74968,0.07,6.87,Miami,Mandarin,Greater than or equal to 7
74969,0.08,3.49,Chicago,Spanish,Greater than or equal to 7
74970,0.09,6.06,Los Angeles,Mandarin,Greater than or equal to 7
74971,0.07,7.21,Los Angeles,English,Greater than or equal to 7
74973,0.11,7.54,Chicago,Mandarin,Greater than or equal to 7
74976,0.1,2.82,Chicago,Spanish,Greater than or equal to 7
74978,0.1,6.12,Miami,Mandarin,Greater than or equal to 7
74980,0.05,6.72,New York,English,Greater than or equal to 7
74989,0.06,3.78,New York,Mandarin,Greater than or equal to 7
74991,0.02,4.96,Houston,Mandarin,Greater than or equal to 7
74993,0.09,5.72,Houston,Mandarin,Greater than or equal to 7
74999,0.13,6.08,New York,French,Greater than or equal to 7
75002,0.12,4.63,Los Angeles,English,Greater than or equal to 7
75003,0.08,3.21,Miami,German,Greater than or equal to 7
75004,0.06,4.47,Los Angeles,Spanish,Greater than or equal to 7
75008,0.04,3.61,Chicago,English,Greater than or equal to 7
75016,0.11,5.74,New York,German,Greater than or equal to 7
75017,0.15,3.49,Los Angeles,French,Greater than or equal to 7
75021,0.07,4.77,Los Angeles,French,Greater than or equal to 7
75023,0.06,7.12,New York,French,Greater than or equal to 7
75024,0.06,4.03,Los Angeles,English,Greater than or equal to 7
75026,0.05,3.89,Los Angeles,English,Greater than or equal to 7
75028,0.06,2.7,New York,German,Greater than or equal to 7
75031,0.08,7.05,Los Angeles,Mandarin,Greater than or equal to 7
75033,0.05,5.67,Los Angeles,Mandarin,Greater than or equal to 7
75035,0.1,3.99,Los Angeles,English,Greater than or equal to 7
75042,0.07,6.7,Miami,German,Greater than or equal to 7
75046,0.03,2.39,Chicago,Mandarin,Greater than or equal to 7
75048,0.04,6.33,Los Angeles,German,Greater than or equal to 7
75051,0.14,4.9,Houston,English,Greater than or equal to 7
75054,0.02,5.65,Miami,German,Greater than or equal to 7
75058,0.11,7.72,Chicago,Mandarin,Greater than or equal to 7
75062,0.1,2.7,New York,Mandarin,Greater than or equal to 7
75063,0.11,4.22,Chicago,English,Greater than or equal to 7
75064,0.07,6.28,Los Angeles,English,Greater than or equal to 7
75066,0.02,3.43,Houston,German,Greater than or equal to 7
75068,0.11,3.3,Los Angeles,Mandarin,Greater than or equal to 7
75072,0.03,7.83,Houston,Mandarin,Greater than or equal to 7
75073,0.03,7.81,Houston,English,Greater than or equal to 7
75076,0.03,6.74,New York,Mandarin,Greater than or equal to 7
75079,0.12,7.13,Miami,English,Greater than or equal to 7
75083,0.13,3.24,Chicago,Mandarin,Greater than or equal to 7
75084,0.05,4.17,Chicago,Mandarin,Greater than or equal to 7
75085,0.1,7.77,Los Angeles,Mandarin,Greater than or equal to 7
75087,0.14,5.23,Los Angeles,French,Greater than or equal to 7
75088,0.1,5.2,Miami,English,Greater than or equal to 7
75092,0.1,5.44,Miami,English,Greater than or equal to 7
75096,0.04,2.85,New York,Spanish,Greater than or equal to 7
75097,0.11,7.27,Miami,Spanish,Greater than or equal to 7
75101,0.07,2.14,Los Angeles,German,Greater than or equal to 7
75104,0.08,3.57,Miami,Spanish,Greater than or equal to 7
75107,0.04,7.8,Chicago,English,Greater than or equal to 7
75112,0.05,6.64,New York,English,Greater than or equal to 7
75113,0.11,7.4,New York,English,Greater than or equal to 7
75115,0.01,6.21,Houston,French,Greater than or equal to 7
75116,0.12,2.86,Chicago,English,Greater than or equal to 7
75118,0.07,3.7,Los Angeles,Spanish,Greater than or equal to 7
75120,0.15,6.39,Chicago,Spanish,Greater than or equal to 7
75127,0.13,5.86,Chicago,Spanish,Greater than or equal to 7
75129,0.09,3.63,Houston,French,Greater than or equal to 7
75131,0.03,5.24,Houston,German,Greater than or equal to 7
75133,0.1,6.49,New York,Mandarin,Greater than or equal to 7
75134,0.02,2.98,New York,French,Greater than or equal to 7
75135,0.09,2.79,Chicago,French,Greater than or equal to 7
75139,0.03,4.68,New York,English,Greater than or equal to 7
75143,0.05,2.18,Los Angeles,German,Greater than or equal to 7
75144,0.1,4.79,Miami,Mandarin,Greater than or equal to 7
75149,0.11,7.62,Miami,Spanish,Greater than or equal to 7
75155,0.14,4.64,Los Angeles,Spanish,Greater than or equal to 7
75159,0.04,2.56,Los Angeles,English,Greater than or equal to 7
75162,0.08,3.94,Miami,French,Greater than or equal to 7
75163,0.09,5.82,New York,French,Greater than or equal to 7
75167,0.03,7.4,Chicago,Spanish,Greater than or equal to 7
75169,0.08,5.94,New York,German,Greater than or equal to 7
75171,0.14,6.16,Chicago,English,Greater than or equal to 7
75172,0.02,2.41,Houston,French,Greater than or equal to 7
75173,0.12,7.38,Houston,French,Greater than or equal to 7
75174,0.02,4.66,Chicago,Mandarin,Greater than or equal to 7
75175,0.09,7.78,Los Angeles,Spanish,Greater than or equal to 7
75176,0.08,3.43,Miami,German,Greater than or equal to 7
75180,0.02,3.97,Miami,Mandarin,Greater than or equal to 7
75181,0.08,3.65,New York,Spanish,Greater than or equal to 7
75184,0.02,7.35,New York,Spanish,Greater than or equal to 7
75185,0.09,5.52,Los Angeles,Mandarin,Greater than or equal to 7
75189,0.08,3.61,Los Angeles,Spanish,Greater than or equal to 7
75191,0.08,5.26,New York,Mandarin,Greater than or equal to 7
75192,0.14,5.68,Houston,German,Greater than or equal to 7
75199,0.06,4.54,Chicago,German,Greater than or equal to 7
75200,0.14,7.05,New York,Spanish,Greater than or equal to 7
75201,0.14,2.76,Chicago,Mandarin,Greater than or equal to 7
75203,0.11,5.83,Houston,Mandarin,Greater than or equal to 7
75209,0.13,5.82,Chicago,English,Greater than or equal to 7
75211,0.03,6.05,Los Angeles,English,Greater than or equal to 7
75212,0.07,4.58,Los Angeles,French,Greater than or equal to 7
75218,0.08,6.16,New York,Mandarin,Greater than or equal to 7
75221,0.04,3,New York,Mandarin,Greater than or equal to 7
75222,0.07,2.32,Chicago,Spanish,Greater than or equal to 7
75224,0.06,2.11,Miami,Spanish,Greater than or equal to 7
75225,0.07,3.87,Los Angeles,Mandarin,Greater than or equal to 7
75226,0.01,3.38,Los Angeles,English,Greater than or equal to 7
75231,0.07,2.35,Los Angeles,Spanish,Greater than or equal to 7
75237,0.08,5.34,Miami,German,Greater than or equal to 7
75246,0.06,5.84,Miami,Spanish,Greater than or equal to 7
75247,0.08,3.5,Houston,French,Greater than or equal to 7
75248,0.13,3.97,Los Angeles,Mandarin,Greater than or equal to 7
75249,0.01,5.18,Chicago,Mandarin,Greater than or equal to 7
75250,0.03,5.81,Los Angeles,French,Greater than or equal to 7
75252,0.06,2.15,Miami,Mandarin,Greater than or equal to 7
75254,0.11,3.69,Miami,Spanish,Greater than or equal to 7
75256,0.06,2.65,Houston,German,Greater than or equal to 7
75257,0.07,6.35,Chicago,German,Greater than or equal to 7
75260,0.09,6.67,New York,Mandarin,Greater than or equal to 7
75261,0.08,4.89,Chicago,Mandarin,Greater than or equal to 7
75262,0.09,3.6,Houston,Mandarin,Greater than or equal to 7
75265,0.01,4.1,New York,English,Greater than or equal to 7
75268,0.1,3.15,New York,French,Greater than or equal to 7
75271,0.15,5.15,Miami,Mandarin,Greater than or equal to 7
75274,0.01,2.89,Houston,German,Greater than or equal to 7
75276,0.03,4.57,Miami,Mandarin,Greater than or equal to 7
75277,0.04,6.42,Miami,Spanish,Greater than or equal to 7
75279,0.02,7.49,Chicago,French,Greater than or equal to 7
75282,0.09,7.05,Houston,French,Greater than or equal to 7
75283,0.07,5.37,New York,Mandarin,Greater than or equal to 7
75285,0.08,3.12,New York,Mandarin,Greater than or equal to 7
75290,0.12,4.95,Miami,Mandarin,Greater than or equal to 7
75291,0.06,3.43,Los Angeles,Mandarin,Greater than or equal to 7
75300,0.12,3.55,New York,German,Greater than or equal to 7
75303,0.05,6.07,Miami,English,Greater than or equal to 7
75304,0.08,2.76,Chicago,Mandarin,Greater than or equal to 7
75308,0.12,3.93,Miami,German,Greater than or equal to 7
75310,0.05,6.42,Miami,Spanish,Greater than or equal to 7
75312,0.14,4.93,Miami,French,Greater than or equal to 7
75315,0.03,6.12,Chicago,Spanish,Greater than or equal to 7
75316,0.11,6.57,Chicago,Spanish,Greater than or equal to 7
75317,0.07,3.13,Miami,French,Greater than or equal to 7
75320,0.08,6,Houston,English,Greater than or equal to 7
75328,0.08,7.36,Chicago,German,Greater than or equal to 7
75335,0.08,3.05,Los Angeles,Mandarin,Greater than or equal to 7
75336,0.13,5.59,Miami,German,Greater than or equal to 7
75339,0.03,5,Miami,Mandarin,Greater than or equal to 7
75342,0.02,3.17,Los Angeles,French,Greater than or equal to 7
75343,0.12,6.63,Miami,Spanish,Greater than or equal to 7
75344,0.01,4.82,New York,French,Greater than or equal to 7
75347,0.08,7.13,Los Angeles,French,Greater than or equal to 7
75350,0.1,6.87,New York,Mandarin,Greater than or equal to 7
75355,0.03,7.55,Houston,English,Greater than or equal to 7
75357,0.07,3.62,Los Angeles,English,Greater than or equal to 7
75360,0.11,6.09,Chicago,French,Greater than or equal to 7
75366,0.06,5.91,Los Angeles,French,Greater than or equal to 7
75367,0.08,7.87,New York,French,Greater than or equal to 7
75368,0.06,2.23,Houston,English,Greater than or equal to 7
75371,0.14,3.27,Miami,French,Greater than or equal to 7
75373,0.09,6.77,Chicago,Spanish,Greater than or equal to 7
75374,0.03,2.58,Houston,English,Greater than or equal to 7
75375,0.11,5.79,New York,German,Greater than or equal to 7
75380,0.08,4.41,New York,German,Greater than or equal to 7
75381,0.11,2.4,Houston,English,Greater than or equal to 7
75382,0.02,5.08,Chicago,French,Greater than or equal to 7
75383,0.11,7.57,Chicago,Spanish,Greater than or equal to 7
75385,0.14,3.58,Houston,Mandarin,Greater than or equal to 7
75387,0.14,7,Miami,English,Greater than or equal to 7
75390,0.13,3.49,Houston,English,Greater than or equal to 7
75392,0.08,6.68,Miami,Spanish,Greater than or equal to 7
75393,0.01,7.09,Los Angeles,French,Greater than or equal to 7
75395,0.09,5.3,Chicago,English,Greater than or equal to 7
75398,0.04,4.47,New York,German,Greater than or equal to 7
75399,0.13,5.36,Chicago,German,Greater than or equal to 7
75401,0.04,3.43,New York,English,Greater than or equal to 7
75403,0.04,4.61,Chicago,Mandarin,Greater than or equal to 7
75407,0.15,2.25,Los Angeles,Spanish,Greater than or equal to 7
75408,0.09,2.88,Houston,English,Greater than or equal to 7
75413,0.07,6.35,New York,Spanish,Greater than or equal to 7
75416,0.06,6.59,New York,French,Greater than or equal to 7
75418,0.02,6.09,New York,German,Greater than or equal to 7
75419,0.07,2.87,Miami,English,Greater than or equal to 7
75423,0.09,7.23,Miami,German,Greater than or equal to 7
75426,0.05,6.79,Los Angeles,German,Greater than or equal to 7
75429,0.15,4.44,New York,English,Greater than or equal to 7
75431,0.14,3.87,New York,English,Greater than or equal to 7
75434,0.06,5.94,New York,Spanish,Greater than or equal to 7
75435,0.05,3.73,Chicago,Mandarin,Greater than or equal to 7
75436,0.14,5.35,New York,Spanish,Greater than or equal to 7
75440,0.03,5.41,Houston,French,Greater than or equal to 7
75441,0.06,3.39,Miami,Mandarin,Greater than or equal to 7
75447,0.09,4.18,New York,Spanish,Greater than or equal to 7
75450,0.01,3.1,New York,French,Greater than or equal to 7
75451,0.03,6.97,New York,Spanish,Greater than or equal to 7
75452,0.11,2.01,Los Angeles,French,Greater than or equal to 7
75453,0.02,4.9,Los Angeles,German,Greater than or equal to 7
75457,0.09,7.18,New York,French,Greater than or equal to 7
75460,0.02,6.17,New York,English,Greater than or equal to 7
75461,0.05,7.21,New York,Spanish,Greater than or equal to 7
75464,0.02,4.31,Chicago,English,Greater than or equal to 7
75467,0.01,2.06,New York,French,Greater than or equal to 7
75469,0.11,5.99,New York,Mandarin,Greater than or equal to 7
75470,0.11,2.61,Miami,Mandarin,Greater than or equal to 7
75471,0.02,7.82,Los Angeles,Mandarin,Greater than or equal to 7
75472,0.04,3.87,Houston,Spanish,Greater than or equal to 7
75473,0.07,7.96,Miami,Mandarin,Greater than or equal to 7
75474,0.1,2.51,Miami,English,Greater than or equal to 7
75475,0.13,4.47,Los Angeles,Mandarin,Greater than or equal to 7
75481,0.14,4.36,Houston,English,Greater than or equal to 7
75482,0.03,6.39,Houston,Mandarin,Greater than or equal to 7
75483,0.14,4.16,Houston,Spanish,Greater than or equal to 7
75485,0.13,3.14,New York,German,Greater than or equal to 7
75491,0.06,5.8,New York,Mandarin,Greater than or equal to 7
75493,0.14,3.73,New York,English,Greater than or equal to 7
75496,0.07,5.93,Los Angeles,Spanish,Greater than or equal to 7
75498,0.12,5.61,Chicago,Mandarin,Greater than or equal to 7
75499,0.06,4.66,Miami,French,Greater than or equal to 7
75500,0.09,2.67,Houston,German,Greater than or equal to 7
75503,0.11,7.51,Houston,Spanish,Greater than or equal to 7
75506,0.05,4.03,Los Angeles,Spanish,Greater than or equal to 7
75508,0.05,2.61,New York,English,Greater than or equal to 7
75512,0.13,5.04,Los Angeles,English,Greater than or equal to 7
75516,0.09,2.42,New York,English,Greater than or equal to 7
75517,0.08,3.64,Chicago,Spanish,Greater than or equal to 7
75519,0.1,3.82,Los Angeles,German,Greater than or equal to 7
75520,0.09,7.91,New York,German,Greater than or equal to 7
75522,0.14,7.5,Houston,Spanish,Greater than or equal to 7
75525,0.04,4.64,Houston,German,Greater than or equal to 7
75527,0.13,3.23,New York,Spanish,Greater than or equal to 7
75530,0.09,3.36,New York,German,Greater than or equal to 7
75531,0.04,7.41,Miami,Spanish,Greater than or equal to 7
75533,0.05,5.45,Houston,English,Greater than or equal to 7
75534,0.05,5.19,Houston,German,Greater than or equal to 7
75540,0.13,3.34,Chicago,Spanish,Greater than or equal to 7
75542,0.04,7.3,Los Angeles,Spanish,Greater than or equal to 7
75545,0.07,3.83,Los Angeles,German,Greater than or equal to 7
75547,0.13,3.17,Miami,French,Greater than or equal to 7
75550,0.04,4.57,Chicago,Mandarin,Greater than or equal to 7
75552,0.09,7.53,Chicago,Mandarin,Greater than or equal to 7
75554,0.08,7.79,Los Angeles,French,Greater than or equal to 7
75557,0.05,7.68,Chicago,Mandarin,Greater than or equal to 7
75559,0.1,4.2,Miami,Spanish,Greater than or equal to 7
75562,0.03,7.64,Miami,French,Greater than or equal to 7
75564,0.11,6.23,Houston,Mandarin,Greater than or equal to 7
75567,0.09,3.18,Houston,Mandarin,Greater than or equal to 7
75570,0.04,7.54,Miami,Mandarin,Greater than or equal to 7
75573,0.13,5.95,Miami,French,Greater than or equal to 7
75574,0.08,2.7,New York,English,Greater than or equal to 7
75575,0.14,4.8,Miami,English,Greater than or equal to 7
75577,0.1,7.16,Houston,English,Greater than or equal to 7
75578,0.1,3.85,New York,French,Greater than or equal to 7
75579,0.06,6.44,New York,Mandarin,Greater than or equal to 7
75580,0.08,2.4,Houston,Mandarin,Greater than or equal to 7
75584,0.04,7.1,Chicago,Mandarin,Greater than or equal to 7
75585,0.04,4.87,Chicago,German,Greater than or equal to 7
75590,0.11,4.27,New York,Mandarin,Greater than or equal to 7
75592,0.07,3.76,Houston,Mandarin,Greater than or equal to 7
75593,0.09,5.25,Miami,German,Greater than or equal to 7
75597,0.11,6.83,Houston,English,Greater than or equal to 7
75598,0.12,4.04,Miami,French,Greater than or equal to 7
75602,0.11,3.89,Houston,Mandarin,Greater than or equal to 7
75607,0.07,8,New York,German,Greater than or equal to 7
75609,0.08,6.11,Los Angeles,German,Greater than or equal to 7
75610,0.14,3.45,Chicago,Spanish,Greater than or equal to 7
75614,0.06,3.6,Miami,Spanish,Greater than or equal to 7
75617,0.04,6.02,Miami,French,Greater than or equal to 7
75618,0.05,4.88,Houston,Mandarin,Greater than or equal to 7
75625,0.06,6.25,New York,Mandarin,Greater than or equal to 7
75626,0.07,5.05,Miami,Mandarin,Greater than or equal to 7
75628,0.03,6.74,Miami,English,Greater than or equal to 7
75631,0.14,7.67,Los Angeles,German,Greater than or equal to 7
75636,0.07,2.72,Los Angeles,English,Greater than or equal to 7
75637,0.08,6.7,New York,French,Greater than or equal to 7
75640,0.12,6.96,Miami,Spanish,Greater than or equal to 7
75642,0.09,5.99,Chicago,French,Greater than or equal to 7
75643,0.11,6.5,Houston,Spanish,Greater than or equal to 7
75648,0.03,4.15,Chicago,Mandarin,Greater than or equal to 7
75650,0.13,7.81,Chicago,Spanish,Greater than or equal to 7
75653,0.09,4.11,Chicago,English,Greater than or equal to 7
75659,0.14,2.65,Los Angeles,Mandarin,Greater than or equal to 7
75660,0.1,6.08,New York,French,Greater than or equal to 7
75661,0.15,7.22,Miami,English,Greater than or equal to 7
75663,0.15,7.67,Los Angeles,German,Greater than or equal to 7
75664,0.08,3.22,Miami,English,Greater than or equal to 7
75671,0.1,7.82,Miami,English,Greater than or equal to 7
75674,0.06,2.85,New York,German,Greater than or equal to 7
